Sensor_48,Sensor_80,Sensor_112,Sensor_176,Sensor_87,Sensor_103,Sensor_88,Sensor_89,Sensor_104,Sensor_105,Sensor_91,Sensor_107,Label
377,396,130,410,993,696,2003,2612,2674,2541,430,392,normal
241,291,138,324,1265,809,1650,1716,1713,2617,48,136,normal
443,441,120,406,1843,1312,1809,903,1873,1067,0,23,normal
434,443,117,412,1968,1387,1882,935,1875,1085,0,2,normal
483,487,128,465,1501,954,933,433,786,433,0,0,normal
427,440,129,408,1738,1194,1397,687,1299,712,0,0,normal
429,434,135,406,1809,1260,1474,735,1307,747,0,0,normal
424,442,122,436,1797,1225,1539,782,1354,832,0,0,normal
412,417,125,418,1821,1286,1725,932,1615,987,0,0,normal
412,419,94,405,1816,1277,1641,858,1533,896,0,0,normal
422,416,126,407,1829,1294,1659,903,1566,936,0,1,normal
408,415,121,390,1752,1272,2055,1118,2121,1236,0,55,normal
430,429,118,400,1853,1310,2092,1139,2127,1232,0,50,normal
409,416,117,403,1821,1264,2144,1169,2258,1312,5,71,normal
412,411,119,388,1767,1230,2480,1373,2979,1609,12,123,normal
400,420,121,383,1862,1263,2648,1407,3284,1961,39,129,normal
415,404,115,410,1994,1416,2255,1225,2413,1506,0,67,normal
454,437,113,415,2046,1454,1937,1002,2086,1163,0,17,normal
394,393,117,387,1836,1276,2812,1689,3979,2600,37,129,normal
423,414,118,407,2094,1524,2253,1204,2454,1416,0,36,normal
472,435,119,450,1960,1166,1603,754,1345,773,0,0,normal
596,590,112,527,1881,1144,1123,393,954,420,0,0,normal
617,570,110,508,1763,1337,1609,606,1789,722,0,0,normal
597,527,120,500,1935,1383,1781,696,1666,699,0,0,normal
602,536,119,508,1875,1326,1703,656,1551,654,0,0,normal
585,527,114,483,2175,1469,2107,764,2004,819,0,13,normal
617,539,114,516,1994,1333,1653,627,1410,603,0,0,normal
557,519,115,493,1970,1393,2094,752,2106,834,0,30,normal
584,539,113,496,2014,1461,2080,770,1963,801,0,21,normal
593,533,108,509,1954,1409,2041,772,1975,808,0,27,normal
576,536,108,508,1970,1489,2147,803,2157,855,0,37,normal
588,534,113,502,1952,1461,2090,789,2080,838,0,39,normal
602,552,113,514,1930,1431,2061,784,2079,835,0,39,normal
539,490,111,467,1995,1480,2592,946,3566,1230,0,100,normal
592,533,122,496,1941,1434,1842,732,2019,852,0,27,normal
615,534,115,510,1821,1267,1665,659,1657,697,0,0,normal
476,505,114,514,2028,1494,2238,788,2475,925,0,7,normal
529,482,122,466,2026,1606,2352,865,2967,1040,0,29,normal
549,500,110,474,2068,1641,2518,905,3390,1139,0,52,normal
560,512,113,461,2342,1713,2718,925,4170,1280,0,44,normal
543,497,115,477,2120,1725,2675,935,3948,1225,0,69,normal
539,510,118,481,2097,1701,2625,930,3898,1228,0,63,normal
561,496,113,495,2159,1769,2613,931,4011,1256,0,53,normal
571,510,119,494,2175,1796,2588,926,3780,1207,0,44,normal
542,505,119,482,2146,1731,2571,923,3826,1218,0,59,normal
560,509,119,488,2057,1581,2147,819,2667,958,0,25,normal
558,508,120,484,2023,1541,2089,822,2648,1003,0,41,normal
569,532,115,494,1990,1453,1946,798,2108,861,0,16,normal
527,497,114,469,2127,1360,2979,1098,2287,900,1,79,normal
481,452,124,425,2139,1348,2434,851,1734,752,133,179,normal
460,430,126,424,2552,1503,2660,1443,1616,1027,296,430,normal
436,429,133,402,2286,1083,2255,1591,1380,1166,373,566,normal
443,419,139,381,2351,1729,3434,1722,2833,1285,265,314,normal
521,461,127,455,2172,1170,1700,617,1300,578,0,0,normal
550,498,121,529,1687,960,1218,524,940,446,0,0,normal
561,508,121,505,1954,1215,1651,669,1419,619,0,0,normal
565,511,126,475,2012,1286,1828,707,1647,698,0,0,normal
568,508,123,481,2037,1314,1852,728,1685,710,0,0,normal
568,512,120,482,2008,1311,1838,738,1688,713,0,0,normal
554,499,118,459,2095,1385,2118,811,2024,800,0,0,normal
529,518,123,487,2108,1353,1991,745,1727,720,0,0,normal
536,488,122,478,2196,1481,2326,825,2298,872,0,9,normal
543,501,123,475,2203,1491,2272,815,2269,847,0,1,normal
513,500,123,481,2288,1576,2382,831,2349,883,0,10,normal
548,512,120,475,2280,1612,2406,857,2378,911,0,19,normal
526,489,119,499,2278,1562,2073,770,1952,812,0,0,normal
555,493,126,493,2258,1533,2144,800,2053,846,0,0,normal
521,474,126,468,2314,1612,2488,874,2540,950,0,11,normal
521,470,126,469,2317,1606,2420,859,2441,922,0,22,normal
532,478,122,472,2321,1626,2448,858,2480,938,0,22,normal
550,501,123,524,2263,1517,2141,768,1940,803,0,0,normal
558,495,123,488,2354,1693,2523,864,2686,967,0,22,normal
555,477,126,469,2348,1687,2574,897,2790,1009,0,32,normal
568,498,124,484,2201,1561,2270,832,2261,888,0,22,normal
561,482,120,466,2311,1687,2692,936,2944,1035,0,38,normal
560,489,123,471,2303,1679,2650,933,2891,1029,0,47,normal
565,494,124,477,2313,1671,2711,950,2973,1039,0,53,normal
566,484,131,484,2284,1669,2604,915,2797,1006,0,50,normal
553,490,125,473,2289,1700,2787,972,3094,1067,0,66,normal
496,459,129,451,2523,1816,3335,1085,4286,1278,0,113,normal
559,494,129,497,2337,1610,2123,834,2078,863,0,28,normal
590,515,128,510,2171,1465,1795,674,1747,767,0,0,normal
481,444,132,446,2355,1795,3360,1206,5047,1551,0,116,normal
505,501,132,470,2484,1770,2863,1136,3429,1302,0,72,normal
558,471,126,489,2476,1695,2216,825,2307,892,0,2,normal
489,457,135,451,2425,1859,3573,1323,5389,1672,23,121,normal
563,495,129,491,2434,1717,2191,800,2327,896,0,0,normal
519,459,127,456,2521,1879,3481,1236,5050,1548,11,102,normal
499,458,133,461,2365,1883,3298,1219,4407,1546,0,132,normal
556,488,130,487,2398,1817,2494,878,2852,1064,0,45,normal
564,489,137,490,2276,1672,2261,882,2368,982,0,28,normal
588,499,129,492,2248,1640,2001,766,2245,886,0,0,normal
598,506,132,490,2317,1709,2201,838,2540,972,0,0,normal
585,501,131,489,2380,1778,2412,905,2862,1050,0,8,normal
590,500,134,386,2356,1757,2364,886,2808,1041,0,14,normal
581,507,134,485,2409,1824,2539,934,3172,1118,0,21,normal
480,501,134,491,2396,1793,2452,910,3013,1089,0,21,normal
588,500,134,492,2392,1789,2456,903,3006,1075,0,24,normal
580,497,137,491,2424,1819,2537,928,3192,1125,0,33,normal
580,503,137,490,2448,1843,2628,959,3324,1138,0,33,normal
574,504,137,487,2468,1867,2624,949,3311,1134,0,30,normal
594,504,137,490,2433,1841,2556,921,3204,1108,0,33,normal
651,574,127,527,2201,1520,1999,740,1871,736,0,16,normal
535,481,137,496,2815,1815,2597,1394,1747,1070,264,401,normal
469,432,145,413,2660,1508,2695,1749,1871,1394,383,577,normal
478,447,144,436,2468,2533,3828,1301,6416,1656,136,191,normal
568,496,137,484,2513,1686,2235,813,2608,1009,0,26,normal
587,510,141,508,2179,1391,1899,708,1773,803,0,0,normal
556,488,148,500,2288,1535,2327,823,2376,966,0,4,normal
553,492,136,499,2420,1654,2420,862,2504,1006,0,5,normal
552,492,135,505,2451,1770,2727,1012,3215,1230,0,34,normal
558,489,133,499,2427,1717,2633,983,3034,1175,0,33,normal
568,479,138,490,2439,1754,2809,1071,3417,1246,0,43,normal
558,480,130,491,2528,1847,3014,1120,4016,1428,0,42,normal
563,486,141,477,2462,1718,2815,1021,3480,1233,0,46,normal
491,436,121,432,2509,1906,3744,1380,5419,1781,0,112,normal
567,489,138,493,2417,1729,2377,929,2617,1034,0,38,normal
539,492,125,469,2572,1919,3291,1123,4625,1470,0,82,normal
524,486,137,476,2546,1883,3215,1168,4158,1421,0,97,normal
596,516,130,519,2307,1600,2041,782,2021,832,0,1,normal
542,489,135,508,2335,1623,2195,852,2408,967,0,5,normal
562,491,126,494,2470,1731,2824,1009,3256,1151,0,55,normal
564,505,137,497,2449,1738,2776,994,3220,1145,0,55,normal
551,492,134,486,2486,1761,2938,1041,3422,1193,0,68,normal
559,506,135,490,2496,1768,2976,1054,3445,1204,0,75,normal
560,499,131,487,2513,1798,3058,1057,3542,1216,0,85,normal
556,507,140,480,2498,1797,3032,1049,3475,1195,0,94,normal
559,494,131,493,2527,1824,3128,1074,3706,1232,0,92,normal
547,481,139,486,2534,1863,3145,1082,3777,1251,0,89,normal
547,499,137,479,2542,1873,3136,1065,3764,1241,0,86,normal
535,507,139,483,2599,1900,3341,1100,4089,1292,0,97,normal
552,499,140,490,2575,1886,3127,1076,3716,1253,0,92,normal
551,504,137,482,2567,1857,3145,1070,3725,1260,0,95,normal
552,490,134,490,2557,1869,3161,1064,3807,1245,0,92,normal
547,492,136,487,2580,1895,3245,1087,3941,1272,0,109,normal
548,491,142,495,2563,1908,3196,1102,3878,1258,0,103,normal
521,494,134,494,2586,1869,3128,1062,3715,1226,0,99,normal
549,482,136,487,2609,1936,3230,1074,3865,1251,0,92,normal
541,497,141,474,2605,1987,3404,1117,4279,1308,2,114,normal
521,462,145,461,2650,2187,3801,1213,5184,1462,46,145,normal
472,447,147,423,3204,4536,4099,1449,4222,1319,178,220,normal
435,425,145,401,2326,1424,2600,1906,2017,1646,425,689,normal
454,431,150,404,1612,1029,1822,1751,1486,1569,502,828,normal
421,421,167,410,1466,882,1757,1842,1427,1679,556,940,normal
439,415,161,416,1631,859,1762,1935,1468,1716,574,949,normal
429,412,158,397,1406,838,1671,1911,1454,1721,592,997,normal
428,428,158,411,1320,887,1640,1906,1471,1726,591,978,normal
439,424,152,422,1389,898,1679,1883,1466,1714,586,957,normal
431,403,152,412,1349,899,1678,1875,1461,1749,597,985,normal
437,428,152,424,1375,896,1664,1832,1455,1743,586,959,normal
441,413,156,413,1352,889,1668,1872,1468,1792,598,964,normal
495,440,148,408,1397,891,1586,1702,1392,1634,566,875,normal
332,332,154,321,422,375,889,2407,1159,2155,992,1530,normal
426,438,138,436,770,500,1083,1677,966,1639,691,1367,normal
381,410,136,353,461,431,885,2045,1170,2060,864,1661,normal
315,335,163,335,449,362,851,1549,933,1499,698,1388,normal
307,327,158,312,473,355,906,1579,935,1538,647,1451,normal
336,343,158,325,429,356,833,1484,949,1471,646,1386,normal
369,367,154,369,461,353,842,1221,851,1254,453,1160,normal
343,347,153,334,415,346,724,1105,832,1351,473,1197,normal
344,344,150,340,401,373,743,1185,862,1382,488,1249,normal
369,389,138,362,597,467,1010,2490,1152,2034,1033,1294,normal
414,402,133,402,636,553,1113,1863,1207,1682,683,1132,normal
420,374,137,363,1511,844,1923,1816,1587,1427,485,612,normal
429,382,135,371,1596,974,2156,1803,1750,1449,477,684,normal
426,366,135,368,1597,1004,2045,1769,1775,1485,500,710,normal
422,383,128,376,1550,894,1857,1821,1514,1514,562,837,normal
415,380,129,399,1321,702,1552,1861,1481,1720,636,1063,normal
427,369,116,392,1546,865,1724,1831,1489,1489,580,896,normal
436,417,124,405,1361,816,1702,1946,1544,1655,644,990,normal
554,473,118,469,1174,707,990,1017,952,1078,398,711,normal
554,487,112,457,1159,692,1035,1125,983,1042,395,739,normal
544,496,111,461,1302,723,1137,1172,1019,1084,415,747,normal
562,506,116,481,1291,714,1033,1000,978,1031,379,686,normal
542,507,109,473,961,668,956,1160,996,1149,476,777,normal
455,427,117,405,1259,830,1320,1522,1304,1475,573,955,normal
442,435,122,416,1371,866,1506,1666,1375,1487,603,934,normal
453,436,117,400,1422,894,1567,1711,1412,1494,625,921,normal
447,418,123,409,1424,894,1496,1678,1398,1499,628,936,normal
453,447,119,424,1086,802,1287,1633,1274,1482,644,979,normal
535,497,109,482,1105,722,1032,1202,978,1142,445,790,normal
553,497,114,460,1084,724,1017,1134,943,1103,404,719,normal
558,504,89,481,1072,706,1027,1209,950,1150,448,769,normal
460,450,115,415,1187,843,1481,1744,1271,1473,639,986,normal
442,431,114,408,1106,805,1357,1661,1282,1509,620,1020,normal
454,441,116,417,1080,824,1375,1752,1315,1565,671,1053,normal
447,423,120,406,1299,899,1490,1711,1382,1506,628,952,normal
451,436,112,421,1281,844,1524,1789,1343,1569,672,1036,normal
556,474,114,474,1157,729,1061,1186,1001,1154,474,787,normal
546,494,112,463,1200,752,1096,1218,1007,1183,455,757,normal
549,483,103,476,1253,757,1101,1206,1012,1183,474,728,normal
554,506,109,478,1302,756,1205,1339,1017,1189,506,810,normal
512,484,105,450,1291,795,1260,1474,1121,1331,589,903,normal
452,451,112,408,1478,899,1769,1982,1407,1626,665,1040,normal
490,493,108,425,1189,761,1394,1722,1163,1433,653,1006,normal
544,498,106,483,1036,702,1122,1406,952,1211,575,864,normal
571,505,107,463,1294,776,1319,1486,1048,1288,612,857,normal
557,502,118,468,1098,724,1162,1361,978,1204,557,843,normal
547,502,104,472,1032,676,1159,1474,1011,1300,593,936,normal
523,535,109,456,672,583,855,1216,945,1310,526,1015,normal
456,438,118,398,571,448,821,1286,968,1580,602,1433,normal
431,427,117,380,682,397,992,1445,961,1566,577,1342,normal
506,477,111,439,645,432,878,1163,885,1333,511,1182,normal
310,349,132,362,875,448,1108,2530,1108,2177,1225,1716,normal
441,492,120,407,580,467,971,1930,1065,1710,883,1336,normal
426,453,125,407,522,410,886,1365,876,1386,653,1313,normal
413,470,125,406,540,438,869,1423,940,1403,646,1348,normal
446,458,118,419,572,442,867,1344,898,1373,604,1302,normal
426,431,117,418,585,452,963,1452,928,1484,608,1386,normal
422,467,119,418,587,443,978,1498,931,1488,625,1451,normal
424,483,120,421,610,446,1029,1553,960,1519,648,1450,normal
435,471,119,432,625,447,1025,1536,967,1528,644,1440,normal
434,479,126,431,623,467,968,1462,965,1551,652,1419,normal
438,486,126,431,613,498,928,1421,1005,1567,679,1404,normal
430,482,117,446,622,445,976,1471,952,1546,659,1409,normal
417,472,121,440,607,449,964,1468,935,1533,659,1420,normal
432,484,121,445,614,444,955,1426,918,1529,661,1387,normal
433,479,115,442,599,435,937,1404,916,1502,627,1397,normal
433,478,118,446,598,431,914,1401,933,1498,630,1405,normal
432,481,117,439,596,440,922,1366,918,1493,624,1412,normal
427,471,114,450,591,427,899,1364,917,1497,609,1410,normal
428,488,118,445,581,440,893,1344,923,1473,608,1411,normal
434,467,109,444,590,434,904,1333,926,1463,623,1402,normal
432,459,117,452,596,440,900,1335,918,1485,614,1429,normal
429,438,109,445,591,440,890,1335,924,1481,610,1431,normal
435,445,112,448,604,432,909,1345,915,1458,618,1415,normal
445,435,113,445,587,440,858,1283,925,1451,596,1433,normal
424,450,116,416,642,445,1126,1710,1017,1731,715,1637,normal
429,441,107,439,630,442,1062,1630,914,1582,703,1601,normal
433,453,115,430,629,443,1055,1607,907,1518,692,1550,normal
433,486,112,440,643,441,1096,1691,956,1568,681,1542,normal
431,492,103,436,688,459,1283,1994,1058,1802,780,1691,normal
435,487,110,441,600,421,1014,1605,931,1572,696,1559,normal
434,480,112,444,597,430,1003,1569,872,1489,672,1489,normal
439,461,112,438,581,424,927,1436,853,1415,627,1403,normal
342,355,120,345,549,406,983,1641,971,1674,683,1601,normal
397,431,110,398,580,404,962,1464,879,1516,630,1478,normal
383,395,111,378,558,395,977,1504,870,1508,659,1527,normal
389,438,114,401,578,411,970,1510,876,1528,638,1522,normal
387,444,111,367,581,404,975,1543,853,1496,660,1541,normal
379,409,109,377,579,428,1015,1596,933,1565,677,1572,normal
411,421,115,422,550,421,835,1340,811,1342,627,1415,normal
392,399,111,407,548,401,897,1484,944,1576,649,1589,normal
400,406,114,377,542,422,894,1441,894,1523,661,1548,normal
387,388,118,342,537,410,948,1534,909,1554,685,1606,normal
407,429,112,370,542,405,905,1464,883,1490,666,1547,normal
388,394,115,382,530,424,896,1463,945,1562,672,1587,normal
399,443,108,372,538,409,912,1473,911,1483,676,1553,normal
430,446,115,376,532,410,840,1364,894,1435,650,1510,normal
396,405,112,393,537,409,898,1459,955,1563,651,1550,normal
441,470,112,422,553,421,835,1336,885,1417,617,1405,normal
386,401,110,359,566,429,1030,1665,989,1626,673,1574,normal
341,424,120,415,644,420,844,1325,824,1351,603,1400,normal
404,426,112,422,829,443,1001,1265,884,1363,468,1195,normal
388,393,97,355,2032,1124,2319,1892,1517,1393,445,573,normal
327,333,108,329,904,827,3636,3806,10680,5436,456,414,normal
312,313,108,360,1338,1018,2457,1473,3816,2848,48,155,normal
625,548,66,524,1577,1099,1268,570,1348,619,0,0,normal
624,547,60,504,1561,1020,1150,542,1122,588,0,0,normal
631,554,66,506,1331,957,1005,520,1035,545,0,0,normal
653,559,70,517,1353,989,1062,537,1067,567,0,0,normal
665,568,72,545,1212,897,756,393,767,451,0,0,normal
709,613,85,616,674,606,337,109,389,237,0,0,normal
581,491,68,505,1106,922,961,461,1009,482,0,0,normal
635,571,81,559,985,801,601,351,663,356,0,0,normal
679,587,84,576,947,780,557,272,622,327,0,0,normal
612,529,71,504,1269,969,1018,437,1127,521,0,0,normal
514,489,70,472,1516,1274,1759,798,2034,862,0,1,normal
596,565,63,529,1264,1002,987,474,1044,505,0,0,normal
574,518,66,521,1393,1063,1192,571,1325,613,0,0,normal
597,525,61,540,1364,1010,1121,547,1220,586,0,0,normal
595,529,55,529,1357,1042,1165,560,1325,623,0,0,normal
589,529,61,535,1448,1076,1273,601,1363,632,0,0,normal
679,604,84,584,957,781,574,265,599,327,0,0,normal
613,545,71,538,1072,909,816,404,959,460,0,0,normal
533,504,69,487,1673,1290,1614,742,1752,746,0,0,normal
629,578,73,540,1271,902,831,421,853,435,0,0,normal
625,577,66,520,1421,998,1046,464,1147,524,0,0,normal
551,507,72,502,1763,1303,1609,716,1719,734,0,0,normal
634,565,66,551,1389,997,977,454,1075,496,0,0,normal
542,506,69,487,1890,1417,2063,860,2355,945,0,0,normal
620,556,57,546,1276,1076,987,504,1103,499,0,0,normal
558,508,66,487,1580,1390,1920,812,2303,913,0,0,normal
650,559,64,541,1404,1087,1042,490,1114,511,0,0,normal
657,571,66,553,1219,974,941,476,1010,503,0,0,normal
554,515,71,499,1729,1424,2038,863,2496,946,0,10,normal
644,571,64,534,1331,1130,1084,593,1202,567,0,0,normal
636,575,58,524,1441,1243,1447,639,1656,682,0,0,normal
560,517,67,512,1785,1446,2026,904,2305,919,0,4,normal
662,588,64,547,1312,1054,1034,535,1168,539,0,0,normal
558,516,78,488,1875,1468,2319,943,3002,1051,0,38,normal
566,555,72,538,1779,1351,1553,695,1668,715,0,0,normal
668,593,63,553,1287,1030,977,506,1120,516,0,0,normal
587,515,68,514,1849,1456,2237,897,2742,1010,0,37,normal
618,557,71,538,1744,1312,1585,668,1715,723,0,0,normal
601,542,63,521,1884,1511,2229,829,2771,976,0,28,normal
679,561,64,535,1709,1308,1507,658,1556,657,0,0,normal
592,538,70,503,1914,1498,2277,856,2865,1029,0,34,normal
567,532,71,505,1600,1458,2058,931,2541,996,0,49,normal
648,579,66,554,1282,1140,1139,583,1321,584,0,0,normal
559,515,70,481,1796,1526,2534,1027,3454,1145,0,54,normal
584,554,72,517,1773,1403,1738,769,1943,796,0,9,normal
657,575,61,546,1325,1188,1214,580,1485,617,0,0,normal
523,503,77,482,1528,1469,2564,1134,3696,1306,3,97,normal
644,563,76,551,1333,1232,1233,594,1425,637,0,0,normal
561,520,73,489,1782,1496,2435,931,3334,1119,0,76,normal
612,566,74,511,1796,1502,2053,877,2436,944,0,34,normal
654,569,79,546,1399,1254,1326,651,1521,658,0,0,normal
655,581,72,545,1519,1286,1456,679,1672,698,0,0,normal
657,579,67,556,1545,1258,1389,644,1563,673,0,0,normal
653,571,74,557,1527,1274,1427,668,1606,699,0,0,normal
659,585,69,555,1595,1264,1486,683,1634,705,0,0,normal
674,586,72,557,1792,1367,1696,734,1874,769,0,0,normal
680,583,69,541,1920,1465,1766,757,1974,805,0,0,normal
689,587,74,535,1915,1513,1887,781,2237,865,0,0,normal
686,585,69,543,1910,1499,1811,774,2072,825,0,0,normal
655,550,87,523,1975,1548,2190,876,2682,952,0,22,normal
659,587,76,524,2107,1746,2426,929,3223,1063,0,9,normal
665,582,74,529,2113,1749,2376,906,3193,1076,0,21,normal
675,588,79,523,2168,1799,2427,916,3263,1075,0,9,normal
644,561,84,531,2012,1601,2191,863,2733,963,0,31,normal
602,525,84,496,2029,1755,2686,961,3531,1117,30,96,normal
500,478,101,444,2448,3230,2908,1287,2870,1128,201,247,normal
460,454,112,437,743,690,1197,1453,1312,1472,475,709,normal
475,467,117,445,720,696,1145,1417,1254,1413,467,753,normal
440,451,117,441,886,704,1254,1538,1292,1452,507,810,normal
460,474,120,434,633,616,1064,1519,1227,1478,526,906,normal
400,396,129,387,561,445,1095,1935,1162,1793,855,1433,normal
450,439,115,416,497,344,792,1044,699,1107,396,950,normal
460,447,123,421,548,379,916,1128,773,1193,407,921,normal
444,425,123,404,497,373,768,1008,745,1223,352,958,normal
441,425,133,406,556,372,837,966,777,1258,352,949,normal
443,426,132,400,498,365,822,1011,760,1277,353,930,normal
450,423,124,387,483,372,819,997,764,1282,350,950,normal
443,423,127,411,491,369,839,1013,775,1290,358,987,normal
435,421,130,409,502,389,837,1023,790,1309,337,983,normal
432,412,125,402,488,381,821,1005,777,1305,362,995,normal
447,410,125,410,494,386,810,1014,793,1296,360,987,normal
441,419,131,410,504,399,846,1048,804,1305,357,973,normal
447,406,117,413,486,399,820,1026,804,1310,360,994,normal
448,414,126,410,490,400,814,1024,821,1314,348,1028,normal
457,436,113,417,497,400,819,1040,807,1281,354,1002,normal
450,418,116,420,495,398,816,1011,823,1298,357,998,normal
449,410,111,417,482,393,805,1004,822,1317,375,1035,normal
452,424,119,413,497,407,848,1035,816,1308,389,1012,normal
359,369,122,388,557,530,1233,2738,1752,2718,1018,1249,normal
534,496,90,455,785,621,1053,1259,920,1075,475,700,normal
416,435,101,375,684,661,1329,1887,1464,1702,694,1004,normal
389,411,109,384,918,734,1766,2253,1781,1837,692,966,normal
426,422,115,397,915,784,1498,1844,1761,1686,558,804,normal
597,523,106,487,906,733,839,809,866,922,275,586,normal
456,425,118,389,878,826,1443,1668,1302,1486,536,946,normal
484,445,117,410,838,813,1282,1516,1270,1441,521,917,normal
486,455,115,423,854,829,1355,1610,1293,1473,560,945,normal
479,448,103,435,786,772,1265,1605,1253,1492,565,1007,normal
489,462,121,428,757,766,1281,1644,1292,1562,590,1031,normal
483,460,116,434,729,727,1173,1609,1263,1544,602,1059,normal
492,467,107,435,806,762,1312,1687,1324,1558,595,1026,normal
518,482,109,425,815,768,1208,1496,1183,1387,569,954,normal
488,459,111,436,814,780,1355,1701,1314,1553,622,1012,normal
487,446,113,424,806,796,1297,1621,1316,1543,601,1008,normal
556,518,100,431,781,654,1130,1420,961,1207,598,940,normal
595,535,91,473,792,635,1018,1240,881,1171,530,982,normal
587,527,89,463,913,728,1234,1451,1016,1265,603,1022,normal
444,475,94,411,984,906,1987,2199,1839,1733,610,917,normal
452,453,93,407,1025,922,1393,1666,1386,1405,580,905,normal
563,504,87,463,713,622,965,1366,1023,1402,582,1108,normal
550,494,102,454,799,657,1240,1645,1078,1531,636,1160,normal
466,441,118,406,962,856,1666,1997,1429,1665,696,1074,normal
519,475,110,424,1206,1106,1659,1135,1447,922,332,473,normal
509,483,113,422,1066,932,1580,1338,1337,1033,435,630,normal
534,492,108,432,1057,956,1370,1154,1193,994,403,635,normal
503,481,115,418,1141,1028,1592,1340,1424,1128,442,671,normal
505,477,115,423,1153,1044,1614,1341,1430,1122,447,657,normal
514,492,116,440,1127,1028,1548,1288,1394,1112,448,667,normal
507,485,112,425,1144,1051,1569,1331,1446,1135,450,680,normal
520,497,113,431,1159,1060,1621,1385,1456,1150,466,691,normal
515,494,113,434,1149,1042,1571,1357,1405,1138,467,696,normal
518,482,112,409,990,853,1513,1703,1270,1348,589,873,normal
481,465,126,419,712,706,1140,1573,1206,1522,585,1058,normal
500,475,117,417,866,798,1424,1779,1303,1546,656,1036,normal
503,489,119,428,905,836,1445,1726,1354,1511,614,968,normal
515,504,106,412,1271,1098,1897,1650,1559,1278,504,704,normal
520,494,111,409,1190,1051,1786,1661,1544,1331,530,770,normal
519,491,114,406,1183,1058,1802,1703,1559,1363,542,781,normal
538,522,104,433,1138,973,1629,1616,1405,1300,554,784,normal
537,508,105,434,1067,935,1540,1628,1375,1356,568,846,normal
533,509,113,423,1121,988,1658,1692,1443,1386,569,833,normal
537,508,111,456,1148,1006,1727,1755,1470,1413,597,861,normal
530,490,113,434,1057,907,1354,1496,1232,1303,574,876,normal
577,523,106,480,770,641,938,1135,916,1211,433,784,normal
555,517,100,482,814,618,986,1182,912,1225,453,820,normal
576,533,104,476,911,661,1104,1322,1023,1359,506,874,normal
492,465,120,404,1049,795,1479,1757,1275,1588,617,1022,normal
476,454,128,410,988,806,1479,1721,1297,1577,605,984,normal
587,528,98,473,1020,742,1076,1155,959,1139,403,694,normal
498,478,116,419,1118,854,1568,1796,1326,1614,561,1027,normal
573,531,111,473,971,683,1037,1191,947,1195,452,844,normal
576,544,108,483,955,677,1048,1179,975,1273,473,849,normal
584,541,111,474,1002,685,1063,1196,946,1200,458,842,normal
586,529,103,464,987,661,1082,1227,951,1277,480,888,normal
597,551,105,479,1050,697,1130,1236,965,1268,484,860,normal
578,543,112,479,1036,715,1139,1269,998,1302,476,886,normal
580,530,109,484,1025,686,1116,1264,991,1292,530,906,normal
587,546,104,476,977,676,1089,1235,975,1306,505,938,normal
548,521,102,460,1147,834,1408,1560,1171,1478,606,961,normal
421,458,101,420,1038,758,1597,2145,1532,1911,790,1229,normal
462,484,102,413,1144,811,1604,1831,1446,1653,692,1112,normal
460,460,123,421,1069,831,1551,1840,1543,1700,700,1064,normal
582,558,110,488,1005,684,1113,1273,994,1323,513,923,normal
572,551,106,498,943,630,1129,1333,981,1359,528,1064,normal
549,515,100,458,1131,794,1431,1661,1201,1587,610,1118,normal
493,482,121,441,855,642,1293,1805,1234,1774,690,1370,normal
493,501,121,442,1043,791,1514,1839,1380,1723,692,1190,normal
497,480,121,423,1050,799,1575,1923,1417,1792,727,1237,normal
498,467,124,403,886,676,1337,1813,1284,1778,738,1334,normal
502,472,121,422,893,696,1340,1825,1299,1788,771,1324,normal
500,470,120,438,906,698,1304,1747,1262,1710,748,1274,normal
484,485,120,427,1107,856,1507,1642,1323,1526,611,1013,normal
513,479,122,441,1387,1003,1600,1485,1292,1262,591,827,normal
521,480,123,422,1166,866,1415,1513,1236,1457,577,1017,normal
508,468,119,433,957,746,1417,1746,1290,1708,650,1223,normal
510,477,119,434,1181,889,1621,1718,1369,1534,667,1020,normal
495,475,120,443,979,763,1505,1835,1332,1759,698,1253,normal
492,479,123,414,1074,820,1571,1801,1376,1663,699,1134,normal
540,509,123,433,1406,975,1452,1323,1172,1207,565,826,normal
493,466,119,429,1035,784,1457,1726,1280,1629,667,1120,normal
496,460,122,428,974,760,1534,1854,1341,1742,702,1268,normal
506,482,121,428,1092,821,1614,1840,1372,1686,692,1153,normal
568,507,107,447,1400,1010,1361,1217,1134,1152,544,797,normal
497,471,125,423,1008,751,1499,1801,1270,1676,689,1197,normal
494,480,120,420,983,740,1532,1911,1361,1785,730,1244,normal
501,470,127,429,1079,821,1595,1878,1391,1699,701,1153,normal
493,487,117,463,907,649,1338,1852,1208,1710,763,1268,normal
554,544,106,484,961,655,1125,1341,1044,1406,595,1083,normal
604,553,110,475,1064,711,1216,1357,1046,1364,521,1002,normal
597,545,115,488,1063,705,1284,1462,1080,1434,573,1035,normal
565,541,109,489,1060,747,1287,1458,1107,1459,588,1022,normal
596,561,102,493,999,674,1136,1274,1013,1295,561,905,normal
556,537,107,483,1054,744,1306,1544,1163,1554,583,1014,normal
484,502,105,445,1310,903,1862,2100,1525,1867,727,1193,normal
498,483,110,484,982,718,1289,1761,1188,1551,690,1106,normal
477,466,120,457,872,687,1356,1860,1203,1649,699,1186,normal
